pair_id,subject_id,gesture,distance,modality,video_path,output_dir,status,frames_extracted,fps,duration_original_sec,trim_start_sec,trim_end_sec,duration_after_trim_sec,width,height
PAIR_00536,8F_S015,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310152856968.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S015/PAIR_00536,success,88,24.959008926944797,5.489,1.0,1.0,3.489,720,960
PAIR_00537,8F_S016,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310154518501.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S016/PAIR_00537,success,84,25.01389660922735,5.397,1.0,1.0,3.3970000000000002,720,960
PAIR_00538,8F_S017,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310154724895.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S017/PAIR_00538,success,87,25.040827436037016,5.511,1.0,1.0,3.511,720,960
PAIR_00539,8F_S018,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310155016540.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S018/PAIR_00539,success,97,25.059261767693872,5.906,1.0,1.0,3.9059999999999997,720,960
PAIR_00540,8F_S019,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310155402207.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S019/PAIR_00540,success,84,25.05609573672401,5.348,1.0,1.0,3.348,720,960
PAIR_00541,8F_S020,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310161804819.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S020/PAIR_00541,success,84,25.041736227045075,5.391,1.0,1.0,3.391,720,960
PAIR_00542,8F_S021,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310162125631.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S021/PAIR_00542,success,85,25.01853224610823,5.396,1.0,1.0,3.396,720,960
PAIR_00543,8F_S022,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310162422530.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S022/PAIR_00543,success,111,24.996118615121876,6.441,1.0,1.0,4.441,720,960
PAIR_00544,8F_S023,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310162605569.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S023/PAIR_00544,success,86,24.976873265494913,5.405,1.0,1.0,3.4050000000000002,720,960
PAIR_00545,8F_S024,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310163129528.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S024/PAIR_00545,success,85,24.990675121223425,5.362,1.0,1.0,3.362,720,960
PAIR_00546,8F_S025,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310163301503.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S025/PAIR_00546,success,83,25.01400037334329,5.357,1.0,1.0,3.357,720,960
PAIR_00547,8F_S026,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310163809713.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S026/PAIR_00547,success,86,24.949177601182775,5.411,1.0,1.0,3.4109999999999996,720,960
PAIR_00548,8F_S027,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310164022022.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S027/PAIR_00548,success,82,25.02351834430856,5.315,1.0,1.0,3.3150000000000004,720,960
PAIR_00549,8F_S028,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310164947844.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S028/PAIR_00549,success,85,25.01389660922735,5.397,1.0,1.0,3.3970000000000002,720,960
PAIR_00550,8F_S029,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310165216483.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S029/PAIR_00550,success,77,25.024437927663733,5.115,1.0,1.0,3.115,720,960
PAIR_00551,8F_S030,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310165423156.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S030/PAIR_00551,success,71,24.979184013322232,4.804,1.0,1.0,2.8040000000000003,720,960
PAIR_00552,8F_S031,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310165604019.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S031/PAIR_00552,success,86,25.068618481244282,5.465,1.0,1.0,3.465,720,960
PAIR_00553,8F_S032,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310165734428.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S032/PAIR_00553,success,83,25.04204821528686,5.351,1.0,1.0,3.351,720,960
PAIR_00554,8F_S033,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310165916341.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S033/PAIR_00554,success,83,24.99530163503101,5.321,1.0,1.0,3.3209999999999997,720,960
PAIR_00555,8F_S034,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310170105601.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S034/PAIR_00555,success,80,25.00961908426318,5.198,1.0,1.0,3.1980000000000004,720,960
PAIR_00556,8F_S035,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310170317077.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S035/PAIR_00556,success,83,25.05141147878108,5.349,1.0,1.0,3.349,720,960
PAIR_00557,8F_S036,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310170815756.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S036/PAIR_00557,success,85,25.10693695369165,5.377,1.0,1.0,3.377,720,960
PAIR_00558,8F_S037,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310171227554.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S037/PAIR_00558,success,62,20.998864926220204,5.286,1.0,1.0,3.2859999999999996,720,960
PAIR_00559,8F_S038,emergency,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/emergency/20260310171424189.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/emergency/8F_S038/PAIR_00559,success,91,25.035260930888576,5.672,1.0,1.0,3.6719999999999997,720,960
PAIR_00560,8F_S001,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310141043991.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S001/PAIR_00560,success,83,25.02351834430856,5.315,1.0,1.0,3.3150000000000004,720,960
PAIR_00561,8F_S002,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310141250630.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S002/PAIR_00561,success,84,24.939512376698307,5.373,1.0,1.0,3.373,720,960
PAIR_00562,8F_S003,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310141819957.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S003/PAIR_00562,success,84,25.023342670401494,5.355,1.0,1.0,3.3550000000000004,720,960
PAIR_00563,8F_S004,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310142026823.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S004/PAIR_00563,success,83,25.0280164363093,5.354,1.0,1.0,3.354,720,960
PAIR_00564,8F_S005,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310142744170.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S005/PAIR_00564,success,86,24.967634547808398,5.407,1.0,1.0,3.407,720,960
PAIR_00565,8F_S006,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310143557500.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S006/PAIR_00565,success,85,24.976700838769805,5.365,1.0,1.0,3.365,720,960
PAIR_00566,8F_S007,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310144114080.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S007/PAIR_00566,success,85,24.94415487714073,5.372,1.0,1.0,3.372,720,960
PAIR_00567,8F_S008,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310144301393.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S008/PAIR_00567,success,79,25.00480861704174,5.199,1.0,1.0,3.199,720,960
PAIR_00568,8F_S009,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310150316728.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S009/PAIR_00568,success,83,25.037650602409638,5.312,1.0,1.0,3.3120000000000003,720,960
PAIR_00569,8F_S010,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310150552930.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S010/PAIR_00569,success,86,24.972253052164262,5.406,1.0,1.0,3.4059999999999997,720,960
PAIR_00570,8F_S011,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310152204038.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S011/PAIR_00570,success,80,25.0,5.2,1.0,1.0,3.2,720,960
PAIR_00571,8F_S012,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310152352760.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S012/PAIR_00571,success,83,25.05141147878108,5.349,1.0,1.0,3.349,720,960
PAIR_00572,8F_S013,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310152506093.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S013/PAIR_00572,success,82,25.065963060686016,5.306,1.0,1.0,3.306,720,960
PAIR_00573,8F_S014,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310152634654.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S014/PAIR_00573,success,82,25.018811136192625,5.316,1.0,1.0,3.316,720,960
PAIR_00574,8F_S015,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310152811762.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S015/PAIR_00574,success,84,25.12185976752906,5.334,1.0,1.0,3.3339999999999996,720,960
PAIR_00575,8F_S016,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310154428863.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S016/PAIR_00575,success,69,20.545386626821067,5.354,1.0,1.0,3.354,720,960
PAIR_00576,8F_S017,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310154627543.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S017/PAIR_00576,success,70,20.716685330347143,5.358,1.0,1.0,3.3579999999999997,720,960
PAIR_00577,8F_S018,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310154927969.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S018/PAIR_00577,success,86,25.03681885125184,5.432,1.0,1.0,3.4320000000000004,720,960
PAIR_00578,8F_S019,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310155244115.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S019/PAIR_00578,success,89,24.995504405682432,5.561,1.0,1.0,3.561,720,960
PAIR_00579,8F_S020,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310161718540.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S020/PAIR_00579,success,85,24.972253052164262,5.406,1.0,1.0,3.4059999999999997,720,960
PAIR_00580,8F_S021,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310162040022.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S021/PAIR_00580,success,80,24.956471271038886,5.169,1.0,1.0,3.1689999999999996,720,960
PAIR_00581,8F_S022,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310162336324.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S022/PAIR_00581,success,85,24.930232558139537,5.375,1.0,1.0,3.375,720,960
PAIR_00582,8F_S023,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310162517290.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S023/PAIR_00582,success,86,24.944567627494457,5.412,1.0,1.0,3.412,720,960
PAIR_00583,8F_S024,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310163041598.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S024/PAIR_00583,success,70,25.010334849111203,4.838,1.0,1.0,2.838,720,960
PAIR_00584,8F_S025,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310163212627.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S025/PAIR_00584,success,84,25.01867064973861,5.356,1.0,1.0,3.356,720,960
PAIR_00585,8F_S026,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310163722999.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S026/PAIR_00585,success,83,25.135996998686924,5.331,1.0,1.0,3.3310000000000004,720,960
PAIR_00586,8F_S027,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310163926404.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S027/PAIR_00586,success,93,25.0,5.76,1.0,1.0,3.76,720,960
PAIR_00587,8F_S028,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310164901156.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S028/PAIR_00587,success,85,24.958092754702925,5.369,1.0,1.0,3.3689999999999998,720,960
PAIR_00588,8F_S029,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310165116533.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S029/PAIR_00588,success,83,25.037369207772795,5.352,1.0,1.0,3.3520000000000003,720,960
PAIR_00589,8F_S030,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310165332963.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S030/PAIR_00589,success,83,25.023342670401494,5.355,1.0,1.0,3.3550000000000004,720,960
PAIR_00590,8F_S031,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310165508344.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S031/PAIR_00590,success,86,25.022999080036797,5.435,1.0,1.0,3.4349999999999996,720,960
PAIR_00591,8F_S032,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310165639980.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S032/PAIR_00591,success,83,24.976525821596244,5.325,1.0,1.0,3.325,720,960
PAIR_00592,8F_S033,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310165823996.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S033/PAIR_00592,success,82,25.09433962264151,5.3,1.0,1.0,3.3,720,960
PAIR_00593,8F_S034,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310165952383.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S034/PAIR_00593,success,99,25.02519314746389,5.954,1.0,1.0,3.9539999999999997,720,960
PAIR_00594,8F_S035,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310170206942.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S035/PAIR_00594,success,78,24.965598584627482,5.087,1.0,1.0,3.0869999999999997,720,960
PAIR_00595,8F_S036,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310170718955.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S036/PAIR_00595,success,85,24.939512376698307,5.373,1.0,1.0,3.373,720,960
PAIR_00596,8F_S037,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310171128514.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S037/PAIR_00596,success,84,24.90170380078637,5.341,1.0,1.0,3.341,720,960
PAIR_00597,8F_S038,fire,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/fire/20260310171332027.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/fire/8F_S038/PAIR_00597,success,92,24.88608482299334,5.706,1.0,1.0,3.7060000000000004,720,960
PAIR_00598,8F_S001,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310141035092.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S001/PAIR_00598,success,80,24.971187091817136,5.206,1.0,1.0,3.2060000000000004,720,960
PAIR_00599,8F_S002,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310141241175.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S002/PAIR_00599,success,82,25.00940203083866,5.318,1.0,1.0,3.3179999999999996,720,960
PAIR_00600,8F_S003,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310141809312.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S003/PAIR_00600,success,80,24.93765586034913,5.213,1.0,1.0,3.213,720,960
PAIR_00601,8F_S004,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310142014376.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S004/PAIR_00601,success,86,24.953789279112755,5.41,1.0,1.0,3.41,720,960
PAIR_00602,8F_S005,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310142735369.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S005/PAIR_00602,success,82,25.042364903031444,5.311,1.0,1.0,3.311,720,960
PAIR_00603,8F_S006,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310143548246.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S006/PAIR_00603,success,81,25.0,5.28,1.0,1.0,3.2800000000000002,720,960
PAIR_00604,8F_S007,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310144103693.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S007/PAIR_00604,success,85,24.958092754702925,5.369,1.0,1.0,3.3689999999999998,720,960
PAIR_00605,8F_S008,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310144253003.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S008/PAIR_00605,success,85,24.972046216921356,5.366,1.0,1.0,3.3659999999999997,720,960
PAIR_00606,8F_S009,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310150308117.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S009/PAIR_00606,success,80,25.047801147227535,5.23,1.0,1.0,3.2300000000000004,720,960
PAIR_00607,8F_S010,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310150543401.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S010/PAIR_00607,success,88,25.027007562117394,5.554,1.0,1.0,3.5540000000000003,720,960
PAIR_00608,8F_S011,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310152155071.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S011/PAIR_00608,success,78,25.019394879751747,5.156,1.0,1.0,3.1559999999999997,720,960
PAIR_00609,8F_S012,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310152344228.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S012/PAIR_00609,success,88,18.812785388127853,5.475,1.0,1.0,3.4749999999999996,720,960
PAIR_00610,8F_S013,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310152457663.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S013/PAIR_00610,success,77,25.014772503446917,5.077,1.0,1.0,3.077,720,960
PAIR_00611,8F_S014,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310152626089.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S014/PAIR_00611,success,84,25.032449471537177,5.393,1.0,1.0,3.393,720,960
PAIR_00612,8F_S015,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310152802938.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S015/PAIR_00612,success,85,25.041736227045075,5.391,1.0,1.0,3.391,720,960
PAIR_00613,8F_S016,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310154419714.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S016/PAIR_00613,success,82,24.95745887691435,5.289,1.0,1.0,3.2889999999999997,720,960
PAIR_00614,8F_S017,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310154617589.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S017/PAIR_00614,success,84,25.009331840238897,5.358,1.0,1.0,3.3579999999999997,720,960
PAIR_00615,8F_S018,help,8_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/8_feet/help/20260310154919652.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/8_feet/help/8F_S018/PAIR_00615,success,78,25.08263659342796,5.143,1.0,1.0,3.143,720,960
